file_path,file_name,parent_dir,source_subdir,experiment_id,server_config_label,model_name,date,offload_gb,run_concurrency,run_id,request_idx,input_len,target_output_len,actual_output_len,ttft_s,ttft_ms,request_success,error_text,start_time,itl_count,itl_mean_ms,itl_median_ms,itl_std_ms,itl_min_ms,itl_max_ms,itl_sum_ms,itl_p95_ms,itl_p99_ms,decode_time_ms,first_4_itl_mean_ms,last_4_itl_mean_ms,tail_ratio_p99_over_median
data/raw/profile_robustness/qwen/offload0/bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735/qwen_profile-reference_offload0_conc4_run1.json,qwen_profile-reference_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,plos_profile_robustness_v1_qwen,qwen25_7b_offload0,Qwen/Qwen2.5-7B-Instruct,20260725-072814,0,4,1,0,256,64,64,0.06717500599995674,67.17500599995674,True,,437.370742294,64,20.261307921875193,19.34624399999052,10.058847852433763,0.009570000031544623,97.78779800001303,1296.7237070000124,19.606761999952482,48.59743327999789,1296.7237070000124,33.867636250008104,19.4472937500052,2.5119828572420415
data/raw/profile_robustness/qwen/offload0/bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735/qwen_profile-long_offload0_conc4_run1.json,qwen_profile-long_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,plos_profile_robustness_v1_qwen,qwen25_7b_offload0,Qwen/Qwen2.5-7B-Instruct,20260725-072851,0,4,1,0,512,128,128,0.11712881199997582,117.12881199997582,True,,467.76666475,128,20.171468515624902,19.472006499967165,9.493708560765528,0.008280000031390955,125.3862639999852,2581.9479699999874,19.69745335000823,19.884929670004112,2581.9479699999874,40.975052000007395,19.707093999997483,1.0212059897390464
data/raw/profile_robustness/qwen/offload0/bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735/qwen_profile-short_offload0_conc4_run1.json,qwen_profile-short_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,plos_profile_robustness_v1_qwen,qwen25_7b_offload0,Qwen/Qwen2.5-7B-Instruct,20260725-072748,0,4,1,0,128,32,32,0.10787961400001223,107.87961400001223,True,,413.724847833,32,19.664472843748726,19.38116599998807,6.350421196566486,0.006299999995462713,49.633117999974274,629.2631309999592,19.783548999996015,40.38216588998697,629.2631309999592,22.005089499998576,19.355990500002918,2.0835777315983894
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc4_run1.json,llama_profile-short_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-165954,0,4,1,0,127,32,32,0.11086086600153067,110.86086600153067,True,,11538.756668838,32,20.570897531229093,20.290204500270193,5.757589292405871,0.005289999535307288,45.56890099956945,658.268720999331,22.16559864991723,38.743874349602294,658.268720999331,21.47946824970859,20.985995000046387,1.9094866367210033
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-long_offload0_conc4_run1.json,llama_profile-long_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-170059,0,4,1,0,511,128,128,0.21356472200022836,213.56472200022836,True,,11593.548759812,128,21.008161625005073,20.84737749919441,2.0165883107728044,0.0041500006773276255,23.304618000111077,2689.0446880006493,22.87668284989195,23.221958420035662,2689.0446880006493,15.848870250010805,21.198722000008274,1.1139030998471158
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc4_run1.json,llama_profile-reference_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-170021,0,4,1,0,255,64,64,0.11660195599870349,116.60195599870349,True,,11562.338610258,64,20.617472265627157,20.53314050044719,4.060371200543487,0.011160000212839805,45.692403000430204,1319.518225000138,20.618843500142248,30.453829439920746,1319.518225000138,21.63083400000687,20.67421125002511,1.4831549727747442
data/raw/profile_robustness/qwen/offload0/bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735/qwen_profile-reference_offload0_conc4_run1.json,qwen_profile-reference_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,plos_profile_robustness_v1_qwen,qwen25_7b_offload0,Qwen/Qwen2.5-7B-Instruct,20260725-072814,0,4,1,1,256,64,64,0.06708876600004032,67.08876600004032,True,,437.370864554,64,20.266986218749672,19.34497949997649,10.057064914422996,0.004689999968832126,97.77349800003776,1297.087117999979,19.605793500042523,48.8359844100186,1297.087117999979,33.865758749996644,19.543888749993243,2.524478478257263
data/raw/profile_robustness/qwen/offload0/bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735/qwen_profile-long_offload0_conc4_run1.json,qwen_profile-long_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,plos_profile_robustness_v1_qwen,qwen25_7b_offload0,Qwen/Qwen2.5-7B-Instruct,20260725-072851,0,4,1,1,512,128,128,0.11702094200001056,117.02094200001056,True,,467.76680568,128,20.17519407031232,19.471356500019965,9.495982600117763,0.005359999988741038,125.41186400000015,2582.424840999977,19.698652849976384,20.221131199970163,2582.424840999977,40.97592949999296,19.82207924999102,1.0385065467806225
data/raw/profile_robustness/qwen/offload0/bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735/qwen_profile-short_offload0_conc4_run1.json,qwen_profile-short_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,bench_runs_plos_profile_robustness_v1_qwen_offload0_20260725_072735,plos_profile_robustness_v1_qwen,qwen25_7b_offload0,Qwen/Qwen2.5-7B-Instruct,20260725-072748,0,4,1,1,128,32,32,0.10770405400000982,107.70405400000982,True,,413.724981733,32,19.65899218749989,19.375851000006605,6.349618219244502,0.008770000022195745,49.629547999984425,629.0877499999965,19.73209399999405,40.379522789992315,629.0877499999965,22.006326999999715,19.30540774999656,2.0840128668401996
data/raw/profile_robustness/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc4_run1.json,llama_profile-short_offload0_conc4_run1.json,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942,plos_profile_robustness_v1_llama,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260724-165954,0,4,1,1,127,32,32,0.11078147400075977,110.78147400075977,True,,11538.756774941,32,20.57157378123975,20.28304350005783,5.758178393822698,0.004220000846544281,45.56774099910399,658.290360999672,22.181777100468025,38.75426494934803,658.290360999672,21.476127999903838,20.989362499676645,1.910673067838046
